key_conf,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,duration
0.048,37.036,-33.734,-69.555,-52.941,38.432,-36.58,-12.131,-6.81,-23.644,-5.355,-6.772,-0.289,0.18512000000000128
0.048,38.031,-23.43,-62.547,-56.913,45,-44.595,-18.358,5.824,13.942,-9.273,-4.755,9.042,0.24258999999999986
0.048,38.005,-28.794,-41.823,-17.165,48.636,-38.033,-5.175,11.922,-6.103,-5.263,-9.435,-2.785,0.3482999999999983
0.048,35.227,-63.885,-75.95,-41.37,51.895,-52.07,-5.544,-9.406,-16.273,2.775,-2.369,-0.033,0.19155999999999906
0.048,37.887,14.72,-91.493,-40.594,40.082,-34.926,-35.777,-30.019,28.243,2.342,-15.176,30.257,0.7154600000000002
0.048,35.218,-8.937,-77.524,-80.825,37.68,-18.501,-40.684,12.325,25.653,-27.652,-3.761,17.43,0.393419999999999
0.048,34.179,-29.48,-73.1,-30.266,18.569,-22.102,-26.514,-23.009,-21.221,15.389,-13.305,5.579,0.39506000000000085
0.048,34.801,41.489,-82.609,-57.852,37.725,-40.911,-53.058,-12.905,28.988,10.889,1.036,18.563,0.36067999999999856
0.048,32.299,23.823,-33.969,-34.526,40.968,-32.907,-53.768,-14.684,-15.825,12.041,-1.838,16.4,0.20231000000000066
0.048,31.606,-7.141,-56.247,-32.901,21.484,-47.366,-36.858,-32.284,-26.375,18.483,-2.808,20.119,0.18626000000000076
0.048,33.624,41.425,-77.754,53.964,43.34,-23.98,-51.585,-31.41,29.399,-4.512,-43.402,18.128,1.0797700000000034
0.048,35.546,7.883,-3.589,-148.62,33.328,28.804,-33.047,-46.34,-8.323,40.91,-25.074,-6.572,0.3068000000000026
0.048,42.429,-123.75,-12.013,-52.52,28.927,-23.653,-39.559,-1.105,7.174,1.19,10.117,-17.846,0.19129000000000218
0.048,40.863,-31.366,-0.862,12.624,44.703,-63.458,-48.142,-7.626,-10.357,-20.711,-2.673,-19.316,0.1648100000000028
0.048,40.786,-113.948,-35.936,34.804,100.246,-51.852,-34.245,32.037,-10.844,-0.519,-17.954,-9.677,0.13302000000000191
0.048,38.533,-95.969,22.227,-28.232,78.62,-42.905,-28.206,-4.024,22.142,27.248,2.078,-12.135,0.08679999999999666
0.048,44.407,-90.68,4.112,-28.631,93.151,-26.606,13.498,38.782,9.707,-1.39,17.406,-10.912,0.15075000000000216
0.048,45.573,-34.576,28.693,-34.394,111.311,-45.965,-0.104,4.992,16.263,9.745,-0.41,-9.601,0.09364999999999668
0.048,46.687,-32.527,2.562,4.646,102.365,-30.005,-28.008,-1.927,-0.862,16.157,-39.821,4.172,0.17692000000000263
0.048,41.142,-64.742,-58.478,-53.412,8.35,-35.31,-34.654,-24.602,3.884,9.28,-4.926,9.985,0.19995000000000118
0.048,42.047,-28.408,-78.057,-21.863,26.777,-33.168,-47.79,-30.114,18.698,-5.944,-14.063,9.268,0.7881199999999993
0.048,40.548,-105.581,9.635,-4.674,6.612,-18.727,10.162,-11.961,-54.343,1.468,2.17,22.105,0.04355999999999938
0.424,40.548,-105.581,9.635,-4.674,6.612,-18.727,10.162,-11.961,-54.343,1.468,2.17,22.105,0.16619000000000028
0.424,40.103,-113.073,-6.835,-22.169,24.894,-39.949,9.716,-10.995,-52.75,3.805,-0.55,13.101,0.1555099999999996
0.424,41.01,-101.269,4.435,-31.543,22.332,-29.361,7.255,9.552,-23.508,-30.429,11.998,16.587,0.1816299999999984
0.424,43.425,46.224,3.188,-32.492,81.581,-13.463,5.055,40.867,-18.417,-72.123,-13.643,21.124,0.20190000000000197
0.424,43.64,28.747,3.428,-4.562,44.028,26.624,7.018,-27.623,0.617,-75.127,24.256,23.505,0.12458000000000169
0.424,43.482,-85.389,-25.66,-11.866,21.873,-35.999,-27.454,-3.429,-13.992,-8.378,-10.874,25.21,0.26417
0.424,40.939,-46.644,14.589,-56.608,36.845,-34.593,-7.684,-8.899,-2.712,6.865,0.825,7.519,0.176009999999998
0.424,42.529,-48.047,18.968,-10.498,39.286,-30.007,-17.613,4.523,-2.225,7.854,-20.574,-3.783,0.17302000000000106
0.424,42.401,-49.683,-43.235,-18.522,14.134,-40.405,8.676,-23.414,14.592,19.081,-7.84,28.075,0.22032000000000096
0.424,44.831,64.232,-94.345,-14.273,31.762,-24.481,15.419,-63.35,1.901,-10.884,-33.156,6.173,0.25305999999999784
0.424,42.977,-111.129,-39.502,-25.024,21.602,-36.763,-15.256,0.506,-42.655,-11.081,-5.043,4.26,0.2752800000000022
0.424,42.041,-100.736,-48.919,-29.808,44.167,-60.572,-19.317,-0.776,8.377,-3.629,7.842,28.444,0.08798000000000172
0.424,42.373,-117.883,-19.136,-39.383,36.839,-34.534,-6.299,-16.606,-14.125,-1.173,5.248,34.025,0.2837600000000009
0.424,42.979,-125.838,-23.518,-17.481,43.045,-41.893,-14.867,-8.929,-28.533,-13.128,6.771,35.055,0.1979600000000019
0.424,41.745,-127.578,-16.389,-22.808,46.672,-52.238,-1.214,-17.117,-39.258,-4.834,11.798,30.664,0.17882000000000176
0.424,42.978,-82.73,-8.179,20.577,18.731,-34.424,-11.927,-17.16,-51.034,-2.745,-1.283,24.715,0.35564999999999714
0.424,40.238,-17.92,-0.548,-41.85,23.171,-12.446,-1.914,10.076,-31.571,-33.9,-29.977,9.852,0.38307999999999964
0.424,46.457,-63.744,33.176,-110.071,78.559,-29.042,4.631,-2.128,-11.584,17.555,61.389,-8.481,0.33655000000000257
0.424,50.745,6.092,24.276,93.303,47.7,-12.236,-44.425,15.47,6.557,-14.716,-59.402,1.106,0.2727000000000004
0.424,41.649,-23.932,-8.919,-28.462,67.583,-17.046,-44.326,-28.005,5.961,11.189,11.741,8.473,0.20358000000000231
0.424,45.152,-33.414,7.838,-71.101,77.774,0.59,-3.358,22.82,-28.948,-2.808,-20.342,-8.355,0.7020899999999983
0.424,41.461,57.979,-39.507,21.485,101.09,-26.891,-11.957,-51.493,21.892,1.731,-27.098,12.248,0.12803000000000253
0.424,41.774,-75.446,-14.897,-61.705,58.12,-33.656,-38.406,-6.382,17.827,6.691,9.493,-2.388,0.25446999999999775
0.424,44.759,-59.434,-17.846,-28.144,82.084,-34.919,-35.206,-38.438,27.774,3.694,-15.349,3.644,0.3705199999999991
0.424,43.716,-88.381,24.772,-3.303,-3.353,-45.002,-34.957,-1.818,-23.019,1.667,7.004,-27.237,0.18721000000000032
0.424,43.065,-27.092,-12.201,-19.434,4.099,-43.331,-22.368,-2.16,-28.822,-25.3,1.876,-21.493,0.19754999999999967
0.424,44.223,16.603,-17.637,-11.812,21.505,-28.695,-20.251,-18.799,-8.097,-12.18,-13.798,-3.083,0.4169199999999975
0.424,46.609,-37.882,44.829,-72.894,73.815,17.729,9.983,7.26,8.018,14.941,-24.409,3.479,0.3423999999999978
0.424,44.832,-23.173,-11.578,6.426,66.675,-38.651,-51.182,-11.33,16.231,-11.511,-27.135,17.237,0.40679999999999694
0.424,44.321,-43.439,15.823,-27.542,60.943,34.622,11.234,20.064,-1.853,10.193,-60.164,3.792,0.4707000000000008
0.424,43.34,-92.216,16.339,-78.272,57.009,-20.626,-22.804,19.395,0.309,-3.973,2.308,-7.408,0.39491999999999905
0.424,43.488,-53.74,-26.792,-30.76,91.952,-38.778,-38.657,-5.788,-21.075,3.383,4.797,6.731,0.31982
0.424,42.8,-104.416,-40.654,-41.841,71.497,-44.16,-42.059,-9.111,-14.264,-11.9,7.401,20.448,0.1668499999999966
0.424,43.576,-104.338,15.453,-19.672,39.039,-43.092,-19.301,4.841,-57.343,-26.105,-3.588,24.635,0.23423999999999978
0.424,41.211,-70.585,19.109,-27.535,41.394,-35.007,0.658,37.351,-50.985,-41.779,4.88,14.522,0.25932000000000244
0.424,44.142,44.66,26.781,-29.61,19.249,-8.74,45.295,30.969,-13.585,-33.091,-18.175,14.835,0.29010999999999854
0.424,43.828,42.065,27.47,-51.379,49.011,25.695,30.397,-6.429,-11.381,-48.105,-12.046,16.091,0.4360500000000016
0.424,44.917,23.886,0.862,-21.53,63.652,15.995,4.032,-70.983,-23.225,34.112,-30.355,19.138,0.3965999999999994
0.424,43.951,31.198,-74.626,17.443,37.429,2.052,-7.537,-86.486,16.378,15.2,4.706,14.28,0.3754599999999968
0.424,39.627,-68.945,-42.792,-70.768,18.822,-36.548,-5.05,-21.166,-1.323,-1.088,-2.685,2.416,0.15872999999999848
0.424,42.942,-68.726,-66.44,-87.047,27.201,-35.351,-37.579,3.2,10.853,-3.038,-7.081,3.366,0.21423999999999666
0.424,45.544,39.603,-59.276,-34.878,76.623,14.106,-0.328,-33.28,44.529,-43.176,-5.185,0.286,0.15614999999999668
0.424,41.484,-123.193,-39.516,-53.24,30.937,-44.695,-12.509,-8.896,-21.847,-18.835,-7.516,-11.309,0.2184999999999988
0.424,42.716,-23.537,-42.325,-29.542,33.828,-54.542,-12.49,-12.158,17.402,2.656,1.515,12.905,0.08062999999999931
0.424,43.322,-72.644,-27.801,-29.248,42.742,-36.198,-35.78,18.354,1.306,15.028,-3.121,-3.745,0.156640000000003
0.424,43.296,73.875,-59.21,-49.751,81.509,-52.285,-1.707,-13.108,-20.798,-3.983,3.917,5.396,0.06544000000000239
0.424,44.242,28.169,-75.03,-54.445,98.029,-51.938,27.132,-17.247,-16.517,-4.087,-20.037,5.305,0.175060000000002
0.424,45.649,-52.989,-24.867,-76.595,64.899,-29.486,23.96,10.618,5.569,-5.488,4.067,-8.945,0.1507000000000005
0.424,48.559,-21.645,6.376,-25.361,69.24,-48.741,26.873,12.344,-13.476,-9.146,-2.76,-14.973,0.12830000000000297
0.424,48.877,-25.536,17.553,10.338,80.769,-31.7,19.55,0.188,-15.773,-7.815,-23.987,-8.434,0.7246299999999977
0.424,42.817,-44.393,-44.857,-13.329,74.394,-22.501,-28.562,-4.958,33.867,-18.738,-4.619,9.691,0.4637600000000006
0.424,38.736,-101.115,1.393,4.01,67.78,-57.649,-17.365,-20.071,7.194,13.295,-7.716,1.147,0.1521499999999989
0.424,37.414,-36.455,-11.939,-14.987,63.134,-29.593,-26.108,7.83,10.384,-27.126,-17.345,7.161,0.36543999999999954
0.424,38.182,-48.557,-10.647,-115.911,51.37,23.449,7.107,8.042,-7.613,-24.114,-28.193,-5.189,0.16376000000000346
0.424,41.132,-92.742,-69.536,-76.57,26.158,-24.184,-31.852,-7.546,-2.087,14.017,-0.324,-0.824,0.11533000000000015
0.424,46.298,-37.613,-31.556,-3.281,45.764,20.951,-13.528,30.143,14.962,-21.052,-24.746,10.003,0.24481000000000108
0.424,39.845,34.454,-24.158,-48.283,48.797,-19.401,-17.097,-23.478,21.375,-16.637,-30.623,10.691,0.2945100000000025
0.424,42.074,11.701,-3.317,-82.899,54.118,-15.499,8,-39.103,-3.057,6.145,-11.871,2.539,0.4063500000000033
0.424,47.112,-68.47,12.319,-47.359,41.462,-46.576,25.472,22.016,-9.279,-11.266,-0.576,5.499,0.16226999999999947
0.424,46.415,-84.534,-24.367,63.115,36.818,-33.021,-10.21,-4.056,-31.873,-10.888,-46.158,-7.048,0.24481000000000108
0.424,38.75,-119.298,-37.098,-47.315,54.263,-56.464,21.709,13.663,9.404,-0.488,-1.071,-8.864,0.06271999999999878
0.424,40.628,-86.442,-57.266,-56.003,46.81,-38.821,-1.177,2.654,-2.863,-21.499,0.76,-6.476,0.3789999999999978
0.424,38.777,-90.192,-80.017,-28.946,77.728,-41.142,-7.617,-10.545,-9.464,-24.225,-18.927,9.597,0.2536100000000019
0.424,34.598,-77.069,5.704,-57.346,60.305,-20.673,-36.687,12.066,15.377,-25.704,0.02,-12.48,0.09311000000000291
0.424,36.75,-56.149,-83.423,-65.197,21.496,-40.096,-23.843,-3.512,-8.024,2.339,-1.192,-6.081,0.17878000000000327
0.424,38.306,-59.014,-84.539,-75.224,21.778,-51.073,-38.217,-3.042,6.846,14.679,3.131,10.076,0.19447000000000259
0.424,39.011,-27.203,-81.419,-37.949,17.722,-45.769,-39.611,-24.137,16.138,4.331,-12.024,15.708,0.19592000000000098
0.424,38.618,-29.815,-55.597,-46.696,42.615,0.358,-27.57,-26.098,12.451,-36.374,-23.2,11.561,0.26856999999999687
0.424,41.993,-53.401,-41.793,-71.104,73.625,-14.735,-10.955,20.181,-21.515,-7.526,4.618,-18.154,0.22462999999999766
0.424,43.966,-31.842,-1.902,-40.154,96.374,-44.754,7.64,10.535,-17.3,-1.94,-7.421,-23.316,0.45873000000000275
0.424,42.635,-27.979,-9.007,-7.43,73.427,-35.55,10.134,16.404,-17.541,-3.484,-22.443,-18.89,0.26711999999999847
0.424,39.639,-19.61,-64.69,-35.125,87.616,-50.139,-3.106,10.933,1.694,-9.175,-15.168,5.791,0.4544700000000006
0.424,37.457,-64.969,-59.203,-35.404,76.555,-62.232,-15.027,-6.435,-5.284,-1.537,-13.227,10.202,0.1785899999999998
0.424,36.117,-82.01,-21.461,-55.269,19.56,-43.258,4.595,-3.584,-17.857,-3.266,8.363,3.793,0.17591999999999786
0.424,38.963,-22.29,8.05,-12.188,23.125,-8.888,7.133,-7.08,-1.114,-19.282,-0.51,16.859,0.7705699999999993
0.424,38.743,4.193,13.284,2.502,43.505,-44.335,1.719,-12.923,-13.306,5.259,-11.141,30.09,0.19156000000000262
0.424,38.236,-30.797,46.891,-23.122,29.601,-30.449,-10.52,13.866,-50.071,-7.378,13.693,39.731,0.34797999999999973
0.424,38.911,0.95,51.071,-25.599,13.724,-17.845,6.825,3.565,-46.07,-20.333,11.231,43.726,0.44145000000000323
0.424,38.754,-22.546,65.413,-15.968,6.905,-17.992,-7.306,11.635,-50.481,-26.82,2.388,50.721,0.2383700000000033
0.424,37.751,-12.747,77.532,5.863,2.455,-19.977,24.671,26.388,-27.621,-32.627,-4.133,24.814,0.2012199999999993
0.424,35.102,-18.437,86.471,21.107,2.343,-16.264,23.463,10.002,-34.234,-34.804,-0.057,27.996,0.2505700000000033
0.424,40.189,-50.296,66.087,-54.366,57.224,10.096,-22.979,-10.809,-35.582,22.265,13.735,32.556,0.20430999999999955
0.424,46.602,-26.866,41.499,-56.747,87.245,-23.494,-55.4,-7.851,23.608,1.376,22.346,15.331,0.12040999999999968
0.424,48.512,25.14,70.088,5.004,103.578,-16.462,-47.219,58.933,31.764,3.746,-32.612,21.962,0.6100700000000003
0.424,42.521,59.834,56.683,-62.294,54.446,-4.848,-27.327,-62.234,-30.128,62.824,-17.876,-8.022,0.1285699999999963
0.445,42.521,59.834,56.683,-62.294,54.446,-4.848,-27.327,-62.234,-30.128,62.824,-17.876,-8.022,0.08680999999999983
0.445,46.974,-54.271,28.563,-22.271,68.238,-30.72,-40.165,-11.939,18.797,-3.069,1.163,-3.232,0.09246999999999872
0.445,49.066,-33.017,44.226,-61.181,50.582,-22.975,-56.157,1.066,33.29,1.909,12.958,-9.497,0.27790999999999855
0.445,51.34,24.217,46.104,2.013,59.625,-13.76,-65.064,-15.762,32.683,-8.423,-20.41,3.815,0.5166400000000024
0.445,46.702,-21.403,74.523,-31.188,67.067,23.722,-31.257,50.813,-34.074,22.93,-8.002,-18.717,0.44702999999999804
0.445,48.771,-44.357,31.561,-35.062,50.377,-29.893,-34.845,-3.971,34.189,12.207,4.349,-37.738,0.09409999999999741
0.445,50.918,-30.197,31.225,-21.617,35.44,-30.79,-41.811,-2.438,39.62,13.687,-3.339,-35.082,0.2317899999999966
0.445,50.108,-33.477,45.955,19.662,39.884,-31.887,-46.555,11.505,11.175,0.841,-14.094,-25.822,0.4169600000000031
0.445,50.797,-28.228,90.792,-15.629,74.558,-16.419,7.417,9.23,-10.567,-2.166,0.72,16.206,0.36576000000000164
0.445,47.929,26.873,13.592,-18.978,60.422,-22.867,-18.821,-22.47,-13.611,-4.61,-9.251,-1.415,0.18652999999999764
0.445,46.979,-42.872,48.3,-24.631,65.832,-31.455,-50.392,-29.438,0.368,-7.233,12.55,17.353,0.214970000000001
0.445,49.197,-32.755,26.008,12.682,76.568,-26.976,-16.372,5.687,-17.463,-4.794,-10.701,21.004,0.36590000000000344
0.445,46.463,-24.212,40.951,-18.801,52.316,-15.663,-52.751,-4.696,-0.737,1.028,13.011,16.286,0.11061000000000121
0.445,49.389,21.941,59.849,-57.518,36.649,-7.266,-59.581,3.267,11.656,-5.832,9.452,11.11,0.8873900000000035
0.445,47.023,-3.08,15.462,-0.757,14.766,-18.028,-61.951,-23.341,4.917,-11.429,-17.62,5.202,0.3238500000000002
0.445,43.895,-59.132,8.807,17.068,42.702,-39.909,-7.744,16.098,16.569,-3.883,-2.309,-18.833,0.1765100000000004
0.445,42.941,12.479,22.315,-16.317,24.759,-16.072,-18.031,-6.339,2.07,-13.754,-7.165,-13.292,0.18983999999999668
0.445,47.573,-14.386,50.974,-0.888,79.31,20.388,-15.728,6.401,3.836,17.42,-3.065,-16.836,0.16194999999999737
0.445,47.887,7.468,23.082,-41.355,29.662,-8.693,-74.019,-17.792,15.196,-2.735,-16.25,7.345,0.3901600000000016
